#Number of Obstacle
11
#Obstacle #0
#Type
HIGH_WALL
#Number of Polygons
5
#Polygon #0
#Number of Vertices
3
#------------
29.529099 -0.1094017
-2.567749 -0.1094017
-2.567749 -4.0478635
#Polygon #1
#Number of Vertices
3
#------------
-2.567749 -4.0478635
-41.244446 -4.0478635
41.244446 -7.767522
#Polygon #2
#Number of Vertices
3
#------------
29.529099 -0.1094017
-2.567749 -4.0478635
41.244446 -7.767522
#Polygon #3
#Number of Vertices
3
#------------
29.529099 7.767521
29.529099 -0.1094017
41.244446 -7.767522
#Polygon #4
#Number of Vertices
3
#------------
-41.244446 -4.0478635
-41.244446 -7.767522
41.244446 -7.767522
#Initial Configuration
41.900856 7.9863253 0
#Obstacle #1
#Type
HIGH_WALL
#Number of Polygons
3
#Polygon #0
#Number of Vertices
3
#------------
5.907692 52.950424
1.5316238 52.950424
1.5316238 -22.974361
#Polygon #1
#Number of Vertices
3
#------------
1.5316238 -22.974361
-5.907692 -22.974361
5.907692 -52.95043
#Polygon #2
#Number of Vertices
3
#------------
5.907692 52.950424
1.5316238 -22.974361
5.907692 -52.95043
#Initial Configuration
121.4359 74.61197 0
#Obstacle #2
#Type
HIGH_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-2.0786324 61.483765
-2.0786324 -61.483753
2.0786324 -61.483753
2.0786324 61.483765
#Initial Configuration
2.7350426 65.64102 0
#Obstacle #3
#Type
HIGH_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-9.517944 9.408546
-9.517944 -9.408546
9.517952 -9.408546
9.517952 9.408546
#Initial Configuration
70.126495 79.425644 0
#Obstacle #4
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-19.838274 -14.110237
-16.021885 -18.329079
19.838272 14.110237
16.021881 18.329079
#Initial Configuration
45.182907 109.18291 0
#Obstacle #5
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-16.248276 18.128685
-20.011978 13.86277
16.248276 -18.128693
20.011978 -13.862778
#Initial Configuration
98.1699 109.01453 0
#Obstacle #6
#Type
HIGH_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-59.186325 -2.188034
59.186325 -2.188034
59.186325 2.1880264
-59.186325 2.1880264
#Initial Configuration
64.43761 125.37436 0
#Obstacle #7
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5316238 18.707691
-1.5316238 -18.707691
1.5316238 -18.707691
1.5316238 18.707691
#Initial Configuration
53.825638 38.6188 0
#Obstacle #8
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5316238 18.707695
-1.5316238 -18.707691
1.5316238 -18.707691
1.5316238 18.707695
#Initial Configuration
89.709404 38.618805 0
#Obstacle #9
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-16.410255 -1.6410255
16.410255 -1.6410255
16.410255 1.6410255
-16.41026 1.6410255
#Initial Configuration
71.767525 21.552137 0
#Obstacle #10
#Type
SHORT_WALL
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-16.410255 -1.6410255
16.410255 -1.6410255
16.410255 1.6410255
-16.41026 1.6410255
#Initial Configuration
71.767525 55.685463 0
